statement,source,link,veracity
"""Come February (2018), Americans will see their paychecks grow at the tune of saving $1,000 or more a year.""",Kayleigh McEnany,/web/20180213195651/http://www.politifact.com/wisconsin/statements/2018/jan/10/kayleigh-mcenany/does-newly-signed-republican-tax-reform-law-mean-1/,Half-True
"When President Barack Obama ""signed the executive order (on DACA, he) actually said he doesn't have the right to do this.""",Donald Trump,/web/20180213195651/http://www.politifact.com/truth-o-meter/statements/2018/jan/09/donald-trump/obama-hedged-didnt-say-he-lacked-legal-right-daca/,Mostly False
"""GDP is booming. Let’s spread the prosperity to the middle class with big #TaxCuts. Our #TaxReform package doubles standard deduction, brings $$$ back home, and reduces rates for ALL taxpayers. We will #MAGA.""",Lou Barletta,/web/20180119081744/http://www.politifact.com/pennsylvania/statements/2017/dec/06/lou-barletta/pa-rep-lou-barletta-overstates-benefits-house-tax-/,Mostly False
"Wisconsin's Lincoln Hills youth prison has a ""66 percent recidivism rate,"" while ""states like Missouri, that have more of a regional model -- 8 percent.""",Gordon Hintz,/web/20180119081744/http://www.politifact.com/wisconsin/statements/2017/dec/06/gordon-hintz/recidivism-rate-wisconsins-lincoln-hills-youth-pri/,Mostly False
"""Only 20 percent of our current graduates from Texas high schools go ahead and achieve either a national certificate or a community college degree -- or a college degree.""",Tom Luce,/web/20180119081744/http://www.politifact.com/texas/statements/2017/dec/05/tom-luce/tom-luce-understates-share-texas-students-succeedi/,Mostly False
"Half of the proposed federal tax breaks ​""would go to the wealthiest 1 percent.""",Roy Cooper,/web/20180119081744/http://www.politifact.com/north-carolina/statements/2017/dec/05/roy-cooper/nc-governor-cherry-picks-stats-showing-tax-breaks-/,Half-True
"Says ""$3 trillion in offshore money... is coming back into the economy"" because of the GOP tax bills.",Chris Ruddy,/web/20180119081744/http://www.politifact.com/punditfact/statements/2017/dec/05/chris-ruddy/gop-tax-bill-overseas-profits-beware-hype/,Half-True
"""Breaking: federal judge grants permission to subpoena Trump.""",news.groopspeak.com,/web/20180119081744/http://www.politifact.com/punditfact/statements/2017/dec/05/newsgroopspeakcom/no-judge-grant-subpoena-president-donald-trump/,False
"""Tennessee GOP twitter taken down after tweet exposing Pelosi involved in pedophilia.""",PuppetStringNews.com,/web/20180119081744/http://www.politifact.com/punditfact/statements/2017/dec/05/puppetstringnewscom/fake-russian-twitter-account-center-fake-tweet-abo/,Pants on Fire!
"""Hillary Clinton lied many times to the FBI.""",Donald Trump,/web/20180119081744/http://www.politifact.com/truth-o-meter/statements/2017/dec/05/donald-trump/donald-trump-falsely-claims-hillary-clinton-lied-f/,False
"""The violent crime rate has risen, and the homicide rate has risen by more than 20 percent in just two years, really after 30 years of decline in violent crime.""",Jeff Sessions,/web/20180119081744/http://www.politifact.com/truth-o-meter/statements/2017/dec/04/jeff-sessions/violent-crime-some-still-well-historical-highs/,Mostly True
These guys are now pretty much living up to the @BruceRauner standard. And falling dismally short of the @MittRomney standard. Even Romney released his full tax returns.,Daniel Biss,/web/20180119081744/http://www.politifact.com/illinois/statements/2017/dec/04/daniel-biss/biss-accurate-sarcastic-tax-hit-opponents-pritzker/,True
"Says that ""perpetrators of domestic violence accounted for 54% of mass shootings between 2009 and 2016, according to the advocacy group Everytown for Gun Safety.""",Eddie Rodriguez,/web/20180119081744/http://www.politifact.com/texas/statements/2017/dec/02/eddie-rodriguez/domestic-violence-not-confirmed-precursor-mass-sho/,False
"""Simply being in this country without documentation is not a crime""",Kathy Sheehan,/web/20180119081744/http://www.politifact.com/new-york/statements/2017/dec/01/kathy-sheehan/being-undocumented-immigrant-us-not-crime/,Mostly True
"""Prince Harry says Donald Trump is not welcome at his wedding: ‘Trump is a serious threat to human rights.’ """,Nova magazine,/web/20180119081744/http://www.politifact.com/punditfact/statements/2017/dec/01/nova-magazine/prince-harry-never-said-donald-trump-wasnt-welcome/,Pants on Fire!
"The Senate GOP plan does not raise taxes for Americans earning less than $70,000.",Thom Tillis,/web/20180119081744/http://www.politifact.com/north-carolina/statements/2017/nov/30/thom-tillis/nc-sen-tillis-says-plan-wont-raise-taxes-americans/,Half-True
"Says the tax bill ""is going to cost me a fortune, this thing -- believe me. Believe me, this is not good for me.""",Donald Trump,/web/20180119081744/http://www.politifact.com/truth-o-meter/statements/2017/nov/30/donald-trump/will-gop-tax-bill-cost-donald-trump-fortune-no/,False
"""For years, they have not been able to get tax cuts -- many, many years, since Reagan.""",Donald Trump,/web/20180119081744/http://www.politifact.com/truth-o-meter/statements/2017/nov/30/donald-trump/donald-trump-wrong-no-tax-cuts-passed-reagan/,Pants on Fire!
"In the House Republican bill, ""70 percent of the tax relief goes to those families making less than 200,000.""",Kevin Brady,/web/20180119081744/http://www.politifact.com/truth-o-meter/statements/2017/nov/30/kevin-brady/does-70-percent-tax-bills-relief-go-those-making-u/,Half-True
"The GOP tax plan ""Sabotages the health care of 13 MILLION Americans.""",Nancy  Pelosi,/web/20180119081744/http://www.politifact.com/california/statements/2017/nov/29/nancy-pelosi/pelosis-problematic-claim-gop-tax-plan-sabotages-h/,Half-True
"""If you don't pay income taxes ... you'll have more money"" under the Republican tax plan.",Tim Scott,/web/20180119081744/http://www.politifact.com/truth-o-meter/statements/2017/nov/29/tim-scott/if-you-pay-no-taxes-will-you-end-more-money-under-/,False
"""Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian""",religionmind.com,/web/20180119081744/http://www.politifact.com/punditfact/statements/2017/nov/29/religionmindcom/fake-news-girls-saudi-arabia-will-be-beheaded-danc/,Pants on Fire!
"""Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian""",religionmind.com,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/29/religionmindcom/fake-news-girls-saudi-arabia-will-be-beheaded-danc/,Pants on Fire!
"Singer Tina Turner: ""This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.""",dailynewsforamericans.com,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/29/dailynewsforamericanscom/no-evidence-tina-turner-thankful-donald-trump/,Pants on Fire!
"Says Joe Scarborough is party to an ""unsolved mystery"" from his time as a congressman in Florida.",Donald Trump,/web/20180119142313/http://www.politifact.com/truth-o-meter/statements/2017/nov/29/donald-trump/donald-trumps-pants-fire-unsolved-mystery-attack-j/,Pants on Fire!
"Wisconsin has ""the fastest-shrinking middle class in the country.""",Mahlon Mitchell,/web/20180119142313/http://www.politifact.com/wisconsin/statements/2017/nov/29/mahlon-mitchell/its-close-wisconsin-doesnt-have-fastest-shrinking-/,Mostly False
"""Close to half of the voters in America, the only tax they pay is the payroll tax.""",Marco Rubio,/web/20180119142313/http://www.politifact.com/florida/statements/2017/nov/28/marco-rubio/marco-rubio-wrongly-says-close-half-voters-america/,Half-True
"Says Alabama Senate candidate Doug Jones ""wants to raise taxes.""",Donald Trump,/web/20180119142313/http://www.politifact.com/truth-o-meter/statements/2017/nov/28/donald-trump/donald-trump-falsely-claims-doug-jones-wants-raise/,Mostly False
"""Melania Trump: 'If ISIS Lays a finger on Barron, I’ll scratch Obama’s eyes out.' """,YourNewsWire.com,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/28/yournewswirecom/no-proof-melania-trump-said-if-isis-harms-her-son-/,Pants on Fire!
"Among states, Missouri ranks ""3rd (in) average yearly growth of high-tech industries.""",Missouri Department of Economic Development,/web/20180119142313/http://www.politifact.com/missouri/statements/2017/nov/27/missouri-department-economic-development/missouris-growth-high-tech-industries-mostly-line-/,Mostly True
"""President Trump just saved Christmas for 13 million retirees.""",Reaganwasright,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/27/reaganwasright/fake-news-says-trump-sending-stimulus-money-retire/,Pants on Fire!
"Under the Republican tax bill, President Donald Trump ""and his family would walk off with more than a billion dollars personally.""",Lloyd  Doggett,/web/20180119142313/http://www.politifact.com/truth-o-meter/statements/2017/nov/27/lloyd-doggett/how-much-does-trump-family-have-gain-gop-tax-bills/,Half-True
"""Southwest Airlines celebrating 50th anniversary by providing 2 free tickets to everyone!""",soutwest-air.com,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/27/soutwest-aircom/offer-free-tickets-southwest-airlines-scam/,Pants on Fire!
"""Satanists have teamed up with the ACLU and Planned Parenthood in Missouri to roll back the rights of the unborn.""",Ann Wagner,/web/20180119142313/http://www.politifact.com/missouri/statements/2017/nov/24/ann-wagner/satanic-temple-has-not-teamed-planned-parenthood-o/,False
"Says Josh Hawley ""broke his promise to create a Public Corruption Unit to crack down on the pay-to-play culture of Jefferson City.""",Claire McCaskill,/web/20180119142313/http://www.politifact.com/missouri/statements/2017/nov/24/claire-mccaskill/mccaskills-campaign-says-hawley-broke-his-promise-/,Mostly False
"""Wisconsin's driver licenses and identification (ID) cards are currently the most secure in the nation.""",Wisconsin Department of Transportation,/web/20180119142313/http://www.politifact.com/wisconsin/statements/2017/nov/24/wisconsin-department-transportation/are-wisconsins-driver-licenses-most-secure-nation-/,True
"The North Carolina bathroom bill ""was really never repealed.""",Pat McCrory,/web/20180119142313/http://www.politifact.com/north-carolina/statements/2017/nov/22/pat-mccrory/former-nc-gov-says-state-hasnt-really-repealed-con/,Mostly False
"Democrats on the House Ways and Means Committee weren’t ""even entitled to bring an expert witness on any aspect of the tax code that affects 100 percent of our economy.""",John Larson,/web/20180119142313/http://www.politifact.com/truth-o-meter/statements/2017/nov/22/john-larson/did-house-committee-bar-democratic-witnesses-gop-t/,Half-True
"""Pope Francis at Mass: ‘Jesus is Metaphorical, Not Literal.""",YourNewsWire.com,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/22/yournewswirecom/no-proof-pope-francis-said-jesus-metaphorical/,Pants on Fire!
"""The average cost for infant care in GA is almost $7,700/yr – more than average in-state college tuition.""",Stacey Abrams,/web/20180119142313/http://www.politifact.com/georgia/statements/2017/nov/22/stacey-abrams/claim-georgia-child-care-picks-its-numbers-make-ca/,Half-True
"Says Paul Ryan is leading the effort to ""pass a tax bill with divisive conception language by disguising it as a college savings plan"" in ""another attempt to ban abortion and rob women of their reproductive rights.""",NARAL Pro-Choice America,/web/20180119142313/http://www.politifact.com/wisconsin/statements/2017/nov/22/naral-pro-choice/house-tax-bill-contains-language-about-unborn-chil/,Half-True
"""Civil war erupts in Sweden as irate Swedes burn nine Muslim refugee centers to the ground""",Pipo News,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/21/pipo-news/fake-news-civil-war-erupts-sweden/,False
"""‘The largest bust in U.S. history’ 412 Muslims arrested from Michigan!""",Freshmedianews.com,/web/20180119155920/http://www.politifact.com/punditfact/statements/2017/nov/21/freshmedianewscom/misleading-headline-says-412-michigan-muslims-bust/,False
"""We’ve cut taxes 75 times, cut $7.5 billion worth in taxes, and as a result we’ve added over 1.3 million jobs.""",Rick Scott,/web/20180119155920/http://www.politifact.com/florida/statements/2017/nov/21/rick-scott/rick-scott-says-he-cut-taxes-75-times-created-13-m/,Half-True
"Says Doug Jones ""is for full-term abortion.""",Kayla Moore,/web/20180119155920/http://www.politifact.com/truth-o-meter/statements/2017/nov/21/kayla-moore/moores-wife-coins-new-anti-abortion-term-attack-hi/,False
